texto,fecha,emocion
VAMOS CON TODO DR LOMELÍ. APOYO TOTAL.,30/09/2023 00:00,approval
Con todo dr lomeli,30/09/2023 00:00,neutral
Tiene nuestro apoyo Dr Dr. Carlos Lomelí Bolaños 💪,30/09/2023 00:00,approval
"Saludos Dr. Carlos Lomelí Bolaños un gusto haberlo acompañado, vamos con la 4T Jalisco",30/09/2023 00:00,joy
Muchas felicidades Dr.Lomeli. a ganar la coordinación.,30/09/2023 00:00,excitement
"Felicidades Dr Lomelí, un honor estar con Usted.",30/09/2023 00:00,joy
"Los medios siempre van a atacar y calumniar a quien busca el bien de su pueblo. Tal como a nuestro presidente .
Apoyo total a Dr Lomeli 🩺💪💪💪",30/09/2023 00:00,approval
Vamos por el 24 será morena con el doctor Lomeli gobernador y el profe julio en Ocotlán Jalisco precidente municipal,30/09/2023 00:00,neutral
"Si se puede!, Jalisco va por el cambio y la 4T💪🏼👍🏼",30/09/2023 00:00,neutral
Total apoyo mi doc!!!!! La esperanza nunca muere!,30/09/2023 00:00,caring
💓 Saludos Dr. Lomelí no estoy presente en Persona por razones de trabajo pero desde aquí le envío todo mi apoyo,30/09/2023 00:00,approval
Estoy orgullosa de ser de jalisco pues serás mi gobernador,30/09/2023 00:00,pride
Juntos por Jalisco con el doctor Lomeli,30/09/2023 00:00,neutral
El pueblo de Jalisco y sus municipios están con usted,30/09/2023 00:00,neutral
Saludos Dr Lomeli Bolaños Recuerda que juntos haremos historia viva MORENA 🌹 Saludos,30/09/2023 00:00,joy
Muchas felicidades adelante es un honor estar con Carlos. lomeli,30/09/2023 00:00,joy
Felicidades excelentes conferencia XK juntos vamos x el verdadero progreso de Jalisco . todo Jalisco vamos con usted mi gran amigo Doc Carlos Lomelí saludos desde Ahualulco Jalisco para nuestro amigo y futuro gobernador de Jalisco,30/09/2023 00:00,admiration
Muchas gracias felicidades Doctor Lomeli,30/09/2023 00:00,gratitude
Bien dicho doctor! Felicidades. Mi reconocimiento por todo el trabajo realizado como regidor de Guadalajara.,30/09/2023 00:00,admiration
Con todo Dr Carlos Lomelí.,30/09/2023 00:00,neutral
Todos somos 1 en Jalisco,30/09/2023 00:00,approval
"Vamos x esa 4 transformación.
...",30/09/2023 00:00,neutral
Vamos con todo en Tonalá con el Dr Carlos Lomelí,30/09/2023 00:00,neutral
Puerto Vallarta y 5to Distrito estan con nuestro futuro Gobernador de Jalisco,30/09/2023 00:00,neutral
Vamos con usted Doc !!! Porque Usted Si Puede ✅💪🏻 VAMOS POR LA 4TA en JALISCO,30/09/2023 00:00,neutral
DR. LOMELÍ SI SE PUEDE ES UN HONOR ESTAR CON USTED,30/09/2023 00:00,gratitude
El Dr. Carlos Lómeli ¡¡¡ SI PUEDE!!!,30/09/2023 00:00,neutral
Tonalá con el doctor lomelí,30/09/2023 00:00,neutral
Juntos por Jalisco de Ocotlán al 💯 con nuestro próximo gobernador el Dr Carlos Lomeli,30/09/2023 00:00,approval
vamos sigue siendo mi Gallo para Jalisco,30/09/2023 00:00,neutral
Juntos y juntas por Jalisco vamos con todo Doctor Carlos Lomeli por un mejor gobierno y con usted lograremos la trasformación en Jalisco mi futuro gobernador todo el apoyo desde Cd Guzmán Jalisco,30/09/2023 00:00,optimism
"Felicidades Dr. Carlos Lomelí Bolaños, los jalisciense tenemos la esperanza en usted para traer la transformación a nuestro estado",30/09/2023 00:00,excitement
Vamos con todo doctor necesitamos un cambio urgente,30/09/2023 00:00,approval
Mi voto para el doctor lomeli será muy buen gobernador,30/09/2023 00:00,admiration
Todos con el Dr Lomelí,30/09/2023 00:00,neutral
"Con UD Dr Lomelí hasta la gobernatura, juntos haremos historia, viva la 4a transformación,
MORENA al triunfo 👏👏👏",30/09/2023 00:00,excitement
El pueblo de Jalisco está con usted estimado Dr. Carlos Lomelí Bolaños a darle con todo!,30/09/2023 00:00,neutral
Excelente,09/10/2023 00:00,admiration
Saludos al próximo gobernador!,30/09/2023 00:00,neutral
Vamos por un gran cambio de gobierno ya ke ese MC kedo a deber y más con esos centros de verificación vehicular ke es un abuso,30/09/2023 00:00,disapproval
Dr. Lomelí !Si puede!,30/09/2023 00:00,neutral
La mejor propuesta para gobernar Jalisco.,30/09/2023 00:00,admiration
Vamos dr,30/09/2023 00:00,neutral
"💪💪💪🇲🇽🇲🇽🇲🇽
EL SALTO, SEGURO CON EL DOC.

AHORA TODO ES DIFERENTE
MUCHO PUEBLO💪💪💪",30/09/2023 00:00,realization
"El salto, seguro con el doc.",30/09/2023 00:00,approval
Morena tiene al mejor Dr👍💯 estamos con usted,30/09/2023 00:00,approval
Me uniera gustado estar presente,30/09/2023 00:00,joy
Todo el éxito Dr. Dr. Carlos Lomelí Bolaños,30/09/2023 00:00,caring
"Saludos
Es un honor estar con el doctor. Primero Dios vamos a ganar 🙏",30/09/2023 00:00,joy
Tamazula de G. Jalisco esta con el Dr. Carlos Lomelí Bolaños,30/09/2023 00:00,neutral
Es un honor estar con el futuro Gobernador,30/09/2023 00:00,joy
"Mi apoyo para el Dr. Carlos Lomelí Bolaños .
Sólo unidos podemos cambiar Jalisco.",30/09/2023 00:00,caring
"Saludos desde Tonalá, Dr. Carlos Lomelí",30/09/2023 00:00,neutral
"Saludos cordiales para todos en su equipo y su familia, todo el apoyo de todo Jalisco, bendiciones 😊",30/09/2023 00:00,joy
Todo nuestro apoyo Dr.Lomeli,30/09/2023 00:00,caring
Vamos con todo doctor Carlos Lomeli..,30/09/2023 00:00,neutral
Juntos por Jalisco Dr. Carlos Lomelí estamos con usted,30/09/2023 00:00,approval
Si con Dr. Carlos Lomelí Bolaños,30/09/2023 00:00,neutral
Todo el apoyo para usted doctor,30/09/2023 00:00,caring
"Cómo debe ser ,apoyo total desde El salto .",30/09/2023 00:00,curiosity
"#drlomeligoberna
dor
#FLZMJ24
#JR24
#EPG24
SEGUIMOS FIRMES HOMBRO CON HOMBRO VIVA MORENA MOVIMIENTO DE REGENERACIÓN NACIONAL JALISCO.",30/09/2023 00:00,neutral
Con todo médico...serás nuestro próximo gobernador de Jalisco,30/09/2023 00:00,neutral
Vomos con todo Dr.,30/09/2023 00:00,neutral
Tiene mi apoyo Dr. Carlos Lomelí Bolaños y juntos por jalisco desde el distrito 19,30/09/2023 00:00,approval
Todo el apoyo para usted doctor lomelí,30/09/2023 00:00,caring
"Fan destacado
Jose Gregorio Iturralde Torres",30/09/2023 00:00,neutral
"Buen día señor Carlos lo Meli me e intentado comunicar con usted y he dejado pues algunos mensajes en su oficina para ver la manera más atenta y ver si nos pudiera ayudar ya que queremos entregar nuevamente Alimentos fuera de los hospitales y agente en situación de calle ya que como sabemos hay mucha necesidad y hay bastante gente fuera de los hospitales pasando hambres necesidades ya que pues no cuentan con el recurso necesario para solventar gastos entonces así como le hemos hecho nosotros los hemos estado ayudando con Alimentos pero lamentablemente
hay mucha necesidad quisiéramos ver la manera si nos pudiera apoyar por favor gracias ￼",30/09/2023 00:00,gratitude
"Dr. Elimine el robo de la verificación, ya basta de tanto abuso de MC, cuente con nuestro voto.",30/09/2023 00:00,approval
Inculcar los valores es una herencia de nuestros padres y nuestros abuelos que los transmitimos a nuestros hijos todos somos morena todos somos Lomelí morena Miravalle los apoya y los saluda distrito 13 Jalisco éxito compañeros,30/09/2023 00:00,neutral
"el ejemplo arrastra más qué las Palabras : Saludos Dr Carlos Lomelí Bolaños muchos estamos con UD, La #4T seguirá adelante con UD. Aquí en Jalisco",30/09/2023 00:00,neutral
ahora sí es la buena Carlos Lomeli la honestidad de nuestro presi.se está pasando .como su ADN.para sacar estoy gobiernos ladrones mentirosos asesinos y corruptos adelante con la 4T.,30/09/2023 00:00,neutral
Todos Por Jalisco Todos Con Jalisco Todos por El Doctor Lomeli Vamos Todos Si Se Puede,30/09/2023 00:00,neutral
Juntos por jalisco doctor lomeli,30/09/2023 00:00,neutral
Que gane el mejor 😃,30/09/2023 00:00,approval
Con todo doctor proximo gobernador,30/09/2023 00:00,neutral
Ganaremos JALISCO Dr lomeli.,30/09/2023 00:00,approval
Sobre todo honestidad !!!,30/09/2023 00:00,curiosity
Primero las necesidades de los afectados un fuerte abrazo y bendiciones juntos por Jalisco con el doctor Lomeli y el profe julio en Ocotlán,30/09/2023 00:00,neutral
"Así es mi estimado Doctor, en Cihuatlán desde el día martes nos organizamos para recabar víveres en apoyo y solidaridad de nuestros amigos del municipio de Autlán. Reciba un saludo afectuoso.",30/09/2023 00:00,joy
Se le agradece doctor. Las familias afectadas necesitarán mucho apoyo.,30/09/2023 00:00,admiration
"El martes se instalo un centro de acopio para recibir víveres y fruta de la región en la casa de enlace de MORENA de Cihuatlán, cordinando los trabajos la regidora Lourdes Zavala; vamos apoyar a nuestros amigos y hermanos de Autlán de Navarro.",30/09/2023 00:00,caring
Juntos por Jalisco con el Dr Carlos Lomelí,30/09/2023 00:00,neutral
Dr si ud va a hacer candidato para la gobernarnatura del estado de Jalisco haría una ley donde de verdad se sancione a todos los taladores De Montes o toda la gente que deforeste los montes para plantar árboles de aguacate o plantar maguey no se vale que por la voracidad de algunos sucedan estas cosas y no quiero ver el que digan que no es por eso este desbordamiento si claramente se ve muchas ramas de árboles que de seguro pisaron o lo peor talaron,30/09/2023 00:00,disapproval
En Dónde Está El Centro De Acopio Doctor Lomeli,30/09/2023 00:00,curiosity
Tiene todo nuestro apoyo doctor!!,30/09/2023 00:00,optimism
Ánimo Dr. Todo el apoyo!💪🏼,30/09/2023 00:00,caring
Saludos a todos los compañeros que siguen y siguen dando la lucha.,30/09/2023 00:00,neutral
Saludos doctor!,30/09/2023 00:00,admiration
Buenos sra cande dios la bendiga a usted y Doctor Carlos,30/09/2023 00:00,gratitude
Buenos días feliz lunes mi gran amigo Doc Carlos Lomelí y vamos x Jalisco XK va ser nuestro próximo Gobernador XK ya llegó ya está aquí el doctor Lomelí saludos desde Ahualulco Jalisco Rafael kdns 👑💯💪,30/09/2023 00:00,excitement
"MUY CIERTO EN EL MERCADO SAN JUAN DE DIOS DICEN LOS COMERCIANTES DE EL AREA DE DIONICIO RODRIGUEZ...
QUE PARA SALIRSE DE SU TOLERANCIA NOMAS SE MOCHAN $$$ CON EL ADMINISTRADOR Y
PONEN MERCANCIA OBTRUYENDO EL PASO..A LOS VISITANTES",30/09/2023 00:00,neutral
SALUDOS CANDE Y UN ABRAZZOOTTEE,30/09/2023 00:00,excitement
"Buen día, ojala se pueda contestar esta pregunta....ke va pasar o hacer con lo ya dicho por MC ke a partir del mes de octubre habra sanciones a todos los vehículos no verificados????
Ke va pasar o hacer para dar una pronta solución....gra
cias",30/09/2023 00:00,curiosity
Guadalajara Jalisco ciudad turística anivel mundial juntos por Jalisco con el doctor Lomeli y el profe julio en Ocotlán Jalisco,30/09/2023 00:00,neutral
Guadalajara mi hogar desde hace varios años! 🫶🏻,30/09/2023 00:00,approval
Cajititlan esta con ud dr Lomelí,30/09/2023 00:00,neutral
Saludos Doctor Lomeli Vamos por El Triunfo. Si Se Puede,30/09/2023 00:00,excitement
Dr Lomelí no se olvide que jalisco esta compuesto por más dr 125 municipios y que usted es la esperanza del cambio,30/09/2023 00:00,optimism
Toda la confianza en usted para transformar a Jalisco! 💪🏻,30/09/2023 00:00,approval
Todos con el doctor lomelí y Alejandro Buenrostro en tonala,30/09/2023 00:00,neutral
"Orgulloso de vivir aquí, pero sin duda la cd necesita muchos cambios. Estamos con usted Dr.!",30/09/2023 00:00,pride
"El dr. Lomelí trae la fuerza del #Mundo4T con él.
👊",30/09/2023 00:00,neutral
Ya no queremos ciudad de las fosas queremos que vuelva ciudad de las rosas orgullo tapatío a rescatar Jalisco todos con el doctor Carlos Lomelí sí puede morena Miravalle distrito 13 Jalisco los apoya y los saluda,30/09/2023 00:00,neutral
"Necesitamos un coordinador que se fije en la económica del más necesitado
Y no lucre como lo hace el actual gobierno de nuestro estado
Con los centros de verificación
Todos con el dr Carlos lomeli",30/09/2023 00:00,neutral
"Unidos por la 4T, en Jalisco llegará para gobernador el Dr Carlos Lomeli",30/09/2023 00:00,neutral
Por Guadalajara y Jalisco Morena SI Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
"Que comienze la cuarta transformación en todo el estado de Jalisco , que terminen todos los negocios recaudatorios del actual gobierno
Con el Dr Carlos lomelí para gobernador",30/09/2023 00:00,neutral
"Dr. Carlos Lomelí Bolaños
Próximo Gobernador de Jalisco
Que comienze la cuarta transformación
La esperanza de Jalisco",30/09/2023 00:00,optimism
Buenas tardes comiendo unas ricas albóndigas en caldo y verduras gustan saludos cordiales doctor Lomeli juntos por Jalisco lograremos el triunfo en el 24,30/09/2023 00:00,joy
"Hola buenas tardes Dr. Lomelí unos chiles rellenos con frijolitos y agua de guayaba. Bendito sea mi padre Dios por esos ricos alimentos que puso en nuestra mesa, saludos",30/09/2023 00:00,joy
"Hoy comere frijoles con jocoque y un chile verde..tortilla
s tortiadas.",30/09/2023 00:00,neutral
"Caldo de pollo, con muchas verduras y arroz integral.",30/09/2023 00:00,neutral
"Nopales, frijolitos, una cecina y chile molcajeteado, y agua fresca de piña 🍍, saludos desde la laja, zapotlanejo",30/09/2023 00:00,neutral
Chile relleno y sopa de arroz 🍚 y pozole,30/09/2023 00:00,neutral
Un pollo a la crema y chipotle con un fetuccini..muy rico !!! ¿Gustan? Saludos y mucho éxito: Dr. Carlos Lomelí Bolaños . Nuestro apoyo total para usted.,30/09/2023 00:00,caring
Hola muy buenas tardes disfrutaremos de un espinazo en salsa verde con arroz blanco. 👅,30/09/2023 00:00,joy
Oy comeré camarones fritos en mantequilla con un arroz en mantequilla blanco con las ciete chervas oja santa tomillo albacar romero epazote cilantro y lleva buena,30/09/2023 00:00,approval
"Saludos mi estimado. Dr. Carlos UNAS DELISIOSAS PACHOLAS DE CARNE CON CHORIZO. Y UNOS NOPALITOS A LA MEXICANA. CON UN CHILITO DE MOLKAJETE..MORT
AJADO CON UNAS TORTILLAS RECIEN HECHESITAS. GUSTA SU AMIGO. GABRIEL ALVAREZ. EL GABO7 PREPA 7.",30/09/2023 00:00,disgust
Yo prepare unos chiles poblanos rellenos de camarón,30/09/2023 00:00,neutral
Salmón arroz blanco y ensalada verde me encanta,30/09/2023 00:00,love
Pollo en adobo me salió riquísimo 🤤 buen provecho para todos qué Dios bendiga sus alimentos..,30/09/2023 00:00,approval
Carnita en su Jugo 👏,30/09/2023 00:00,curiosity
Doctor. Dios lo bendiga,30/09/2023 00:00,caring
"Carne en su jugo, preparada en casa con receta familiar.
Saludos",30/09/2023 00:00,neutral
"Pa, luego es tardé cuando viene a la 5 de mayo y que quiere comer usted diga, excelente tarde 😊",30/09/2023 00:00,caring
A gui en cacita un delicioso caldo de res con su elote amarillo provecho doctor lomeli,30/09/2023 00:00,approval
"Bistec 🥩 a la mexicana, frijolitos refritos con manteca, tortillas casi quemadas .",30/09/2023 00:00,neutral
Hola hoy comeremos milanesa de pollo con arroz y frijoles saludos.,30/09/2023 00:00,joy
"Tosyafas sencillas y de panela, acá en Sayula.",30/09/2023 00:00,neutral
Unas tostadas de pata .,30/09/2023 00:00,neutral
Mole dulce 🥘,30/09/2023 00:00,admiration
Carne en su jugo 🤤😋 bonita tarde!!!,30/09/2023 00:00,joy
"Desde la costa sur de Jalisco, un sabroso pescado a las brasas (Zarandeado) con mucho plátano macho, acompañado de ensalada verde.",30/09/2023 00:00,approval
"La birria de Pancho en San Martin de Hidalgo, Jalisco",30/09/2023 00:00,neutral
"Desde Cihuatlán, Jalisco. Enchiladas dulces de picadillo!",30/09/2023 00:00,neutral
DR. comerse unas gorditas de picadllo en carbon lo tipico de Mascota,30/09/2023 00:00,neutral
UN MOLE DE OLLA CON VERDOLAGAS,30/09/2023 00:00,neutral
Frijoles con chile de molcajete y agua de fresa,30/09/2023 00:00,neutral
Juntos por Jalisco con el doctor Lomeli el próximo gobernador de Jalisco,30/09/2023 00:00,neutral
Dr Carlos lomelí para gobernador de Jalisco,30/09/2023 00:00,neutral
Mi dr lomeli el mejor.,30/09/2023 00:00,admiration
Gracias x por preocuparse x los ciudadanos Dr.lomeli,30/09/2023 00:00,gratitude
Por las personas con discapacidad de Guadalajara y Jalisco. Morena SI Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,optimism
Es un honor estar con el Dr. Carlos Lomelí Bolaños,30/09/2023 00:00,joy
Juntos por Jalisco lo graremos el cambio con el doctor Lomeli y el profe julio en Ocotlán Jalisco,30/09/2023 00:00,neutral
"Vamos con todo por la 4aT Jal.y Tlajomulco,con el Dr. Carlos Lomelí",30/09/2023 00:00,neutral
"Ese es el gran diferenciador, qué lo conocemos dr y sabemos que tiene palabra💪🏼",30/09/2023 00:00,fear
Vamos con todo doctor! Saludos 🙌🏻👏🏻,30/09/2023 00:00,approval
Que la transformación llegue a Jalisco,30/09/2023 00:00,neutral
Doctor vamos con todo a la 4t con Morena la esperanza de todos los Mexicanos.,30/09/2023 00:00,optimism
🇲🇽💯👍,30/09/2023 00:00,approval
En realidad para los adultos mayores no es nada fácil llegar al centro pues con los andadores k hicieron por todo el centro no hay Roma de llegar con facilidad a algunas partes de la ciudad como a lS tiendas k están por los portales y frente a los.portales,30/09/2023 00:00,neutral
También el guiosco se perdió la vista tan bonita con el arbolado Ai rededor k no sería más bonito poner otra vez las rosas,30/09/2023 00:00,sadness
Este 2024 vamos a sacar a estas ratas prepotentes 🍊🍊🍊,30/09/2023 00:00,annoyance
Doctor lomeli el gusto ala antigua era muy bonito los camellones de la ciudad tenía rosas,30/09/2023 00:00,admiration
Que siga la 4T vamos doctor lomelí,30/09/2023 00:00,neutral
Luchemos por El Cambio Vamos Todos Vamos Con El Doctor Lomeli,30/09/2023 00:00,approval
"Apoyo total al Dr.Lomeli,",30/09/2023 00:00,neutral
No pienso votar por morena a menos que se cumpla la ley de las 40 horas y los 30 días de aguinaldo ya estamos cansados de falsas promesas !,30/09/2023 00:00,disapproval
Sólo así puede avanzar un gobierno y un estado.👏🏼,30/09/2023 00:00,realization
Jalisco te nesecita MORENA!!!!,30/09/2023 00:00,approval
👍👍,30/09/2023 00:00,curiosity
Fuera el naranja,30/09/2023 00:00,neutral
Se puede siiiiii,30/09/2023 00:00,neutral
Doctor Jalisco te mega necesita,30/09/2023 00:00,neutral
AMLO ! Morena 👍❤️,30/09/2023 00:00,excitement
Dr. Carlos Lomelí ! Morena 👍❤️,30/09/2023 00:00,neutral
Claudia Sheinbaum ! Morena 👍❤️,30/09/2023 00:00,approval
Bajemos ya a la naranja podrida MC,30/09/2023 00:00,neutral
El 24 será morena con el doctor Lomeli gobernador y el profe julio en Ocotlán Jalisco,30/09/2023 00:00,neutral
"Que comienze la cuarta transformación en Jalisco no es justo que sigan los mismos
Vamos con Dr Carlos lomelí para gobernador",30/09/2023 00:00,disapproval
"Si ya está el camino muy avanzado Dr. Ya queremos que nos represente y eso sí
Nunca nos olvide , soy su fan desde hace muchos años
Lo conozco en persona y le apuesto al 100 💯 se que nos va a mejorar la vida , la seguridad , por qué conozco su calidad humana.
El número 1 es en quien tengo todas mis esperanzas puestas",30/09/2023 00:00,caring
La Unidad es nuestra Fortaleza,30/09/2023 00:00,neutral
"Mi estimado Dr Lomelí. A trabajar.
Debe de dar un listado de los distritos de Guadalajara y la zona conurbada.
Los seguidores a veces quieren participar y no hay forma.",30/09/2023 00:00,neutral
Muy necesario estar informado,30/09/2023 00:00,approval
Bien Lomelí solo espero que nos lo digas personal mente por qué estoy ansioso por acabar con MC espero respuesta rápida asta pronto bay,30/09/2023 00:00,optimism
Apoyo total al doctor Lomeli juntos por Jalisco lograremos el cambio de Jalisco,30/09/2023 00:00,approval
Voto masivo a morena y Dr Lomeli este 2024.,30/09/2023 00:00,neutral
"Nos queda claro que es un hombre de palabra Dr., ánimo!",30/09/2023 00:00,neutral
Si con morena es el mejor bamos jalisco con lomeli moren a,30/09/2023 00:00,admiration
La 4T llegará muy pronto a Jalisco con el Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
Todo mi apoyo para usted doctor,30/09/2023 00:00,caring
"Q bien D,r Carlo Lomeli para ha delante pazo apazo Dios lo bendiga",30/09/2023 00:00,caring
Claro Que Si Doctor Lomeli Vamos Con Todo Dios Primero Usted Gobernará Jalisco,30/09/2023 00:00,neutral
Viva la 4T!!,30/09/2023 00:00,neutral
Todos somos morena todos somos Lomelí éxitos compañeros morena Miravalle los apoya y los saluda distrito 13 Jalisco,30/09/2023 00:00,neutral
Viva el Dr Lomeli nuevo Gobernador de Jalisco saludos,30/09/2023 00:00,neutral
Todos con el Dr. Lomelí,30/09/2023 00:00,neutral
"Dr..no eche en sacos rotos el pueblo está canzado por tanto robo con el negocio de alfaro de la verificación que nomás beneficio a particulares.en
usted confiamos que si habrá verdaderos cambios..en su gobierno cuente con nuestro apoyo.daludos",30/09/2023 00:00,optimism
Mi apoyo al DR Carlos lomelí viva morena,30/09/2023 00:00,caring
"Si usted está con AMLO tiene toda mi atención, me interesa un cambio en mi comunidad.",30/09/2023 00:00,approval
Todo el apoyo para morena y al doctor lo meli,30/09/2023 00:00,neutral
Vamos con todo doctor usted va a ser nuestro próximo gobernador Distrito 12 Tlajomulco presente y ni un voto más a Esa bola de bandidos del Pri del pan y de MC,30/09/2023 00:00,neutral
Éxito Dr. Carlos,30/09/2023 00:00,neutral
Estamos con usted Dr Lomelí,30/09/2023 00:00,neutral
"Haremos la batalla en la urnas.
Los naranjos se están secando por falta de anclaje... sencillamente carecen de raíz.
¡Todos con Morena y el Dr.Lomeli!.",30/09/2023 00:00,neutral
"Todo mi apoyo y voto, Dr. Carlos Lomelí Bolaños. Bendiciones.",30/09/2023 00:00,caring
"Es con todo Doctor, sin bajar la guardia!",30/09/2023 00:00,neutral
"En Teco esta PRI. Urge un cambio Dr, no tenemos buenos candidatos para MORENA",30/09/2023 00:00,disapproval
"Fan destacado
Teresa Arredondo",30/09/2023 00:00,neutral
Y . SI MOVIMIENTO CIUDADANO CREE QUE ESTAR ROBANDO AL PUEBLO ES TRABAJAR.,30/09/2023 00:00,neutral
Siempre ocupamos q nos defendieron de Alfaro y el Congreso nunca hizo nada,30/09/2023 00:00,neutral
Adelante doctor lomeli,30/09/2023 00:00,neutral
Estamos con usted apoyando en lo que más se pueda Dar Dr. Carlos Lomelí Bolaños gracias.,30/09/2023 00:00,gratitude
Ganaremos,30/09/2023 00:00,optimism
"Buenos dias Dr Lomeli..Sigamos
con todo ya nos falta menos para llegar a la meta y poder hacer el cambio total con MORENA...arriva
la 4T ....Poncitlan siempre presente.",30/09/2023 00:00,neutral
Vamos con todo dr lomelí,30/09/2023 00:00,neutral
Tlajomulco lo espera y cajititlan lo apoyamos al 100% con trabajo de verdad dr,30/09/2023 00:00,caring
Vamos a cambiar ese horrible color naranja próximamente animo,30/09/2023 00:00,approval
Todo el apoyo doctor lomelí arriba la 4T,30/09/2023 00:00,neutral
vamos con todo a favor del Dr carlos lomeli voto masivo.,30/09/2023 00:00,neutral
Seguimos su mando con el doctor Lomeli juntos por Jalisco y el profe julio en Ocotlán Jalisco,30/09/2023 00:00,neutral
Vamos a ganar mi dr.,30/09/2023 00:00,excitement
Para Transformar Jalisco Morena SI Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
Vamos con la 4t con dr lomeli gobernador. En jalisco,30/09/2023 00:00,neutral
"Es un gran ser humano yo lo apoyé cuando gano nuestro presidente obrador ya nunca movimiento ciudadano vamos con dr lomeli.apoyemos
a la 4t.masivo",30/09/2023 00:00,admiration
"Si, puede!",30/09/2023 00:00,approval
Cada día somos más con el doctor Lomeli y juntos por Jalisco con el profe julio en Ocotlán,30/09/2023 00:00,joy
"Sí se puede!, Jalisco necesita un cambio urgente, confiamos en usted Doctor.",30/09/2023 00:00,approval
"Claro que sí mi Dr!, vamos con todo y seguros que vamos a triunfar💪🏼",30/09/2023 00:00,approval
Vamos x la transformación 💪🏻👍🏻,30/09/2023 00:00,approval
A 🥚que Si se puede!,30/09/2023 00:00,curiosity
Llegó la hora de que Jalisco se transforme 👏🏻💪🏻,30/09/2023 00:00,realization
Si se Puede Por Jalisco Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
Vamos con Morena y el Dr. Carlos Lomelí Bolaños !!!,30/09/2023 00:00,neutral
Excelente !!!! nadie mejor para Jalisco que el Dr. Carlos Lomelí Bolaños,30/09/2023 00:00,admiration
Lo peor que las víctimas sean niños o jóvenes.,30/09/2023 00:00,anger
Excelente por Guadalajara y Jalisco llegará la 4T con Morena SI. Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
Saludos Dr Lomelí..,30/09/2023 00:00,neutral
"CUANDO VA A PUBLICAR UNA VERDADERA PROPUESTA DE GOBIERNO PURO DESCALIFICAR SIN UNA PROPUESTA SOLIDA Y REAL DE GOBIERNO
IGUALITO A SU PATRON DE PALACIO NACIONAL",30/09/2023 00:00,neutral
👍,30/09/2023 00:00,curiosity
Saludos x fin Morena llega a Jalisco,30/09/2023 00:00,neutral
Dr. Carlos Lomelí Bolaños. ¡Vamos con Morena! ¡Vamos con usted!... Adelante.,30/09/2023 00:00,approval
El chaparrito perverso haciendo de las suyas,30/09/2023 00:00,neutral
Cihuatlán presente!,30/09/2023 00:00,neutral
Estamos al pendiente 🇲🇽💯👍,30/09/2023 00:00,neutral
Juntos por Jalisco con el doctor Lomeli el próximo gobernador,30/09/2023 00:00,neutral
Muchas gracias por compartir dr Lomelí,30/09/2023 00:00,gratitude
DR. Carlos Lomelí no estoy con Usted físicamente pero por esté medio estoy presente,30/09/2023 00:00,neutral
Amigo Carlos y próximo gobernador aquí te saludo y para decirle que nosotros como enfermos de insuficiencia renal no te olvides de nosotros si tú ganas haz un hospital para que tengamos hemodiálisis de calidad y que estén cercanas a nuestro domicilio,30/09/2023 00:00,neutral
Ánimo Regidores!,30/09/2023 00:00,neutral
Viva Jalisco y juntos vamos con nuestro próximo Gobernador el doctor Carlos Lomelí viva Jalisco animo Doc Carlos Lomelí,30/09/2023 00:00,neutral
"Cuente con mi apoyo Dr Lomelí
Excelente persona, saludos",30/09/2023 00:00,admiration
"Doctor es un excelente ser humano y será un buen gobernador de esto estoy segura
Saludos",30/09/2023 00:00,admiration
"Muy buen inicio de semana doctor
Un gran gusto verlo y escucharlo a usted y su equipo",30/09/2023 00:00,admiration
Vamos dr. Lomeli,30/09/2023 00:00,neutral
"Dr Lomelí , Nosotros estamos con usted es nuestra esperanza de cambio",30/09/2023 00:00,optimism
"Dr.Carlos Lomelí SÍ PUEDE!!!!
HERMOSOS INICIO DE SEMANA DIOS CON USTED",30/09/2023 00:00,caring
"Muchos atropellos por parte de las autoridades de gobierno, que caray",30/09/2023 00:00,neutral
"Apoyemos a estás personas con discapacidad ante esta injusta e insensible decisión de desalojarlos. La administración de Lemus debe aprender a escuchar y respetar a los ciudadanos y no si no es capaz , solo muestra su ineficiencia para estar al frente de puestos públicos",30/09/2023 00:00,caring
Juntos por jalisco con el Dr. Carlos Lomelí Bolaños,30/09/2023 00:00,neutral
"Excelente Dr. Lomelí hay que sacar a Alfaro y sus secuaces 😡 saqueadores de Jalisco, corruptos, golpistas opresores, 🤬",30/09/2023 00:00,admiration
Ocotlán Jalisco está con la 4t con el doctor Lomeli y el profe julio en Ocotlán Jalisco,30/09/2023 00:00,neutral
Vamos con todo por la 4T con la transmisión con el Dr Carlos Lomeli fuera las naranjas podridas como decía Dr Carlos Lomeli un abrazo,30/09/2023 00:00,neutral
vamos con todo el apoyo cuente con mi voto viva la 4T viva Mexico 🇲🇽,30/09/2023 00:00,approval
Total apoyo al Dr.Carlos Lomelí para que con él llegue a Jalisco la 4T,30/09/2023 00:00,caring
