"css-901oao","css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao 2","css-901oao 3","css-901oao 4","css-4rbku5 href 4","css-4rbku5","css-901oao 5","css-4rbku5 href 5","css-9pa8cd src 2","css-901oao 6","css-901oao 7","css-901oao 8","css-901oao 9","css-4rbku5 href 7","css-901oao 10","css-4rbku5 2","css-4rbku5 href 8","css-901oao 11","r-1p0dtai src","css-4rbku5 5","css-4rbku5 href 10","css-4rbku5 href 11","css-9pa8cd src 3","css-9pa8cd src 4"
", trabajamos día a día para que la transformación siga llegando a todos los rincones de México.

Aquí te cuento un poco sobre nuestros derechos y obligaciones","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1542293729200979974","29 jun. 2022","En el","","https://pbs.twimg.com/ext_tw_video_thumb/1542293639757529089/pu/img/Cca8tHSSfKCsAap9.jpg","","4","9","","https://twitter.com/sasildeleon/status/1542293729200979974/analytics","","","","","blob:https://twitter.com/d08cd184-0654-458f-a352-e010f9a47ea1","@senadomexicano","https://twitter.com/senadomexicano","","",""
"y","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1542238591333588995","29 jun. 2022","Aunque el Tramo 1 del Tren Maya recorrerá solo una parte de Chiapas, su impacto en nuestro estado será positivo en sectores como la infraestructura, el turismo y la generación de empleos.
El sur de México tiene garantizado el desarrollo con proyectos como el","https://twitter.com/sasildeleon/status/1542238591333588995/photo/1","https://pbs.twimg.com/media/FWchqY5XwAQToEl?format=jpg&name=small","","3","3","","https://twitter.com/sasildeleon/status/1542238591333588995/analytics","","#TrenMaya","https://twitter.com/hashtag/TrenMaya?src=hashtag_click","","","","","","",""
"impulsada por el presidente de México busca, entre otros beneficios, fortalecer la democracia participativa, un modelo que le permite a la ciudadanía tener un rol activo en las decisiones que rigen el rumbo de nuestro país.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1541946298739396610","28 jun. 2022","La","https://twitter.com/sasildeleon/status/1541946298739396610/photo/1","https://pbs.twimg.com/media/FWYWreoWYAM0G-h?format=jpg&name=small","","4","7","y 4 más","https://twitter.com/sasildeleon/status/1541946298739396610/analytics","#DesdeLaIzquierda","#ReformaElectoral","https://twitter.com/hashtag/ReformaElectoral?src=hashtag_click","","","","","","",""
", trabajamos día a día para que la transformación siga llegando a todos los rincones de México.

Aquí te cuento un poco sobre nuestros derechos y obligaciones","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1542293729200979974","29 jun. 2022","En el","","","0:00 / 0:45","4","9","","https://twitter.com/sasildeleon/status/1542293729200979974/analytics","","","","","blob:https://twitter.com/d08cd184-0654-458f-a352-e010f9a47ea1","@senadomexicano","https://twitter.com/senadomexicano","","",""
"seguiré legislado para concretar la transformación de Chiapas.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1541891721604341761","28 jun. 2022","Recorrer el estado para recogiendo el sentir de las y los chiapanecos, es indispensable para detonar el desarrollo. Desde el","https://twitter.com/sasildeleon/status/1541891721604341761/photo/1","https://pbs.twimg.com/media/FWXmV0MWYAIaEzT?format=jpg&name=small","","5","3","","https://twitter.com/sasildeleon/status/1541891721604341761/analytics","","#Catazaja","https://twitter.com/hashtag/Catazaja?src=hashtag_click","","","@senadomexicano","https://twitter.com/senadomexicano","","",""
", actualmente se benefician de los Programas Bienestar.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1541798576979853316","28 jun. 2022","El desarrollo del sur del país ha sido una de las prioridades del Gobierno de México. Muestra de ello son las más de un millón y medio de personas que, solamente en","https://twitter.com/sasildeleon/status/1541798576979853316/photo/1","https://pbs.twimg.com/media/FWT5jzZXEAA-aWZ?format=jpg&name=small","","5","9","","https://twitter.com/sasildeleon/status/1541798576979853316/analytics","","#Chiapas","https://twitter.com/hashtag/Chiapas?src=hashtag_click","","","","","","",""
".","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1541569909808848897","27 jun. 2022","Como senadora, una de las mayores satisfacciones que tengo es poder platicar con la gente para entender y atender sus necesidades.

El bienestar debe llegar a todo nuestro estado y solo trabajando en unidad con el pueblo consolidaremos la transformación de","https://twitter.com/sasildeleon/status/1541569909808848897/photo/1","https://pbs.twimg.com/media/FWTBp-UXkAIqHvF?format=jpg&name=small","","1","6","11","https://twitter.com/sasildeleon/status/1541569909808848897/analytics","","#Chiapas","https://twitter.com/hashtag/Chiapas?src=hashtag_click","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1541127306395123712","26 jun. 2022","La refinería de Dos Bocas, próxima a inaugurarse en su primera etapa, demuestra el compromiso del Gobierno de México por garantizar la soberanía energética de nuestro país, y se suma a los importantes proyectos y programas que actualmente impulsan el desarrollo del sur de México.","https://twitter.com/sasildeleon/status/1541127306395123712/photo/1","https://pbs.twimg.com/media/FWMvB2SX0AASovw?format=jpg&name=small","","3","6","","https://twitter.com/sasildeleon/status/1541127306395123712/analytics","","","","","","","","","",""
"2/2","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1536062534641491968","12 jun. 2022","...de la preservación de cenotes, ríos subterráneos y vestigios que se han encontrado en las excavaciones, y de las consultas y el diálogo permanente con las comunidades; pues, sobre todo, el Tren Maya se construye respetando los derechos del pueblo.","https://twitter.com/sasildeleon/status/1536062534641491968/photo/1","https://pbs.twimg.com/media/FVEwuq6WYAE5u3Y?format=jpg&name=small","","1","2","","https://twitter.com/sasildeleon/status/1536062534641491968/analytics","","#TrenMaya","https://twitter.com/hashtag/TrenMaya?src=hashtag_click","","","","","https://twitter.com/sasildeleon/status/1536062534641491968/photo/2","https://pbs.twimg.com/media/FVEwu-GWUAETkF8?format=jpg&name=small",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1535434043369607168","10 jun. 2022","Amigas y amigos, les saludo con mucho cariño desde Balancán, Tabasco, donde acudimos a la Tercera Jornada Nacional de Siembra.

¡Que tengan un excelente fin de semana!","","https://pbs.twimg.com/ext_tw_video_thumb/1535433744831504384/pu/img/jVPf8jFOlgvEpvfK.jpg","","1","9","","https://twitter.com/sasildeleon/status/1535434043369607168/analytics","","#SembrandoVida","https://twitter.com/hashtag/SembrandoVida?src=hashtag_click","","blob:https://twitter.com/86617428-b1ba-4b90-b0f1-d9f9212dd3b8","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1535304698940506113","10 jun. 2022","Millones de mexicanas y mexicanos tienen la convicción de estar en el lado correcto de la historia. ¡La esperanza sigue creciendo, y cada vez llega a más rincones de México!","https://twitter.com/sasildeleon/status/1535304698940506113/photo/1","https://pbs.twimg.com/media/FU5_WR7WYAAT3pR?format=jpg&name=small","","2","9","","https://twitter.com/sasildeleon/status/1535304698940506113/analytics","","","","","","","","","",""
"en","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1535076901584519173","9 jun. 2022","Con el reciente triunfo de","https://twitter.com/sasildeleon/status/1535076901584519173/photo/1","https://pbs.twimg.com/media/FU2v9uAWQBkXi9V?format=jpg&name=small","","2","5","","https://twitter.com/sasildeleon/status/1535076901584519173/analytics","","#QuintanaRoo","https://twitter.com/hashtag/QuintanaRoo?src=hashtag_click","","","@MaraLezama","https://twitter.com/MaraLezama","","",""
"avanza, y cada vez es más la gente de todo México que apoya este cambio verdadero.

¡Amor con amor se paga!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1534943419092574208","9 jun. 2022","Los resultados de estas últimas elecciones lo han dejado muy claro: la","https://twitter.com/sasildeleon/status/1534943419092574208/photo/1","https://pbs.twimg.com/media/FU01feOXoAEdj7_?format=jpg&name=360x360","","2","3","9","https://twitter.com/sasildeleon/status/1534943419092574208/analytics","","#CuartaTransformación","https://twitter.com/hashtag/CuartaTransformaci%C3%B3n?src=hashtag_click","","","@juliomenchaca_","https://twitter.com/juliomenchaca_","https://twitter.com/sasildeleon/status/1534943419092574208/photo/2","https://pbs.twimg.com/media/FU01feQXEAA8KHy?format=jpg&name=360x360","https://pbs.twimg.com/media/FU01ivhWIAEEhYo?format=jpg&name=360x360"
"por sus 47 años de labor periodística. Sin lugar a dudas, uno de los medios más representativos de nuestro estado, gracias al equipo de profesional que lo integran.

¡Enhorabuena, que vengan muchos aniversarios más!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1534626322131038208","8 jun. 2022","Muchísimas felicidades al","https://twitter.com/DiarioChiapas/status/1534580936934924289/photo/1","https://pbs.twimg.com/media/FUvrPLFXoAETTwo?format=jpg&name=small","Cita","1","2","4","https://twitter.com/sasildeleon/status/1534626322131038208/analytics","#DiarioDeChiapas","","","Diario de Chiapas","","@DiarioChiapas","https://twitter.com/DiarioChiapas","","https://pbs.twimg.com/profile_images/1697651665115955201/e_-Ffuf8_mini.jpg",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1534595461125967880","8 jun. 2022","Lamento profundamente el fallecimiento de Rubén de Jesús Valdez Díaz, presidente municipal de Teopisca.

Hago un llamado a las autoridades competentes para que investiguen hasta las últimas consecuencias y esclarezcan este terrible suceso lo antes posible.","https://twitter.com/sasildeleon/status/1534595461125967880/photo/1","https://pbs.twimg.com/media/FUv6V_7WYAMjUy8?format=jpg&name=small","","1","8","","https://twitter.com/sasildeleon/status/1534595461125967880/analytics","","","","","","","","","",""
",","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1533834529609228293","6 jun. 2022","Con los triunfos en","https://twitter.com/sasildeleon/status/1533834529609228293/photo/1","https://pbs.twimg.com/media/FUlGYEyWQAEDYBt?format=jpg&name=small",", son ya 22 los estados que le han apostado a la transformación y el bienestar.
¡Hoy es un gran día para México!","2","4","4","https://twitter.com/sasildeleon/status/1533834529609228293/analytics","","#Hidalgo","https://twitter.com/hashtag/Hidalgo?src=hashtag_click","","","","","","",""
"también triunfó la esperanza!

Sé que mi compañero","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1533671607792766978","5 jun. 2022","¡En","https://twitter.com/sasildeleon/status/1533671607792766978/photo/1","https://pbs.twimg.com/media/FUiyMxkXsAEs13u?format=jpg&name=900x900","","4","10","","https://twitter.com/sasildeleon/status/1533671607792766978/analytics","","#Tamaulipas","https://twitter.com/hashtag/Tamaulipas?src=hashtag_click","","","@Dr_AVillarreal","https://twitter.com/Dr_AVillarreal","","",""
"tiene a su primera gobernadora!

Muchas felicidades por tu histórico triunfo,","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1533667186950152195","5 jun. 2022","¡","https://twitter.com/sasildeleon/status/1533667186950152195/photo/1","https://pbs.twimg.com/media/FUiuLc8X0AAjGZp?format=jpg&name=small","","3","6","","https://twitter.com/sasildeleon/status/1533667186950152195/analytics","","#QuintanaRoo","https://twitter.com/hashtag/QuintanaRoo?src=hashtag_click","","","@MaraLezama","https://twitter.com/MaraLezama","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1531001006741405697","29 may. 2022","Cerramos nuestro recorrido de celebración a las madres en Playas de Catazajá, y qué mejor manera de hacerlo que rodeadas y rodeados de la esperanza, la alegría y el cariño que estuvieron presentes en cada uno de los municipios y ejidos que visitamos.","https://twitter.com/sasildeleon/status/1531001006741405697/photo/1","https://pbs.twimg.com/media/FT80jzKWAAE9AQt?format=jpg&name=360x360","","4","11","","https://twitter.com/sasildeleon/status/1531001006741405697/analytics","","","","","","","","https://twitter.com/sasildeleon/status/1531001006741405697/photo/2","https://pbs.twimg.com/media/FT80kzVWUAkZ8nU?format=jpg&name=360x360","https://pbs.twimg.com/media/FT80mJTX0AAe1Lf?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1530967828869824512","29 may. 2022","Este sábado, en el último día de nuestro recorrido, llegamos a La Libertad para compartir una bella tarde con las madres de familia. ¡Gracias por su cariño!","https://twitter.com/sasildeleon/status/1530967828869824512/photo/1","https://pbs.twimg.com/media/FT8XDkJWIAM94m0?format=jpg&name=360x360","","3","18","","https://twitter.com/sasildeleon/status/1530967828869824512/analytics","","","","","","","","https://twitter.com/sasildeleon/status/1530967828869824512/photo/2","https://pbs.twimg.com/media/FT8XEZIWIAMB7ob?format=jpg&name=360x360","https://pbs.twimg.com/media/FT8XGFzWAAU-grN?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1530731024451239936","28 may. 2022","¡Gracias, Palenque! Fue esperanzador ver a tantas mujeres reunidas, y poder saludarlas, escucharlas y abrazarlas. Ustedes son el motor de la sociedad chiapaneca.","https://twitter.com/sasildeleon/status/1530731024451239936/photo/1","https://pbs.twimg.com/media/FT4_tM6XsAAa0iy?format=jpg&name=360x360","","6","20","","https://twitter.com/sasildeleon/status/1530731024451239936/analytics","","","","","","","","https://twitter.com/sasildeleon/status/1530731024451239936/photo/2","https://pbs.twimg.com/media/FT4_uN6X0AAYEgN?format=jpg&name=360x360","https://pbs.twimg.com/media/FT4_u_1XEAE-pZu?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1530662809327087618","28 may. 2022","Con muchísimo cariño y un excelente ánimo, celebramos a las madres de familia en Ocosingo. ¡Gracias por permitirnos compartir esta mañana con ustedes!","https://twitter.com/sasildeleon/status/1530662809327087618/photo/1","https://pbs.twimg.com/media/FT4BsQOWYAAzaO7?format=jpg&name=360x360","","3","14","","https://twitter.com/sasildeleon/status/1530662809327087618/analytics","","","","","","","","https://twitter.com/sasildeleon/status/1530662809327087618/photo/2","https://pbs.twimg.com/media/FT4BsrdXEAA_Adw?format=jpg&name=360x360","https://pbs.twimg.com/media/FT4BtLNX0AMCUbu?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1530566807836315649","28 may. 2022","La pasión, la entrega y la dedicación de las madres de familia, se reflejan también en su compromiso por lograr el desarrollo de sus municipios. ¡Nunca nos cansaremos de celebrarlas!","","https://pbs.twimg.com/ext_tw_video_thumb/1530566608523075585/pu/img/pxfinoCy4YQeypJs.jpg","","2","8","","https://twitter.com/sasildeleon/status/1530566807836315649/analytics","","","","","blob:https://twitter.com/a1ee482a-3a6d-4dc6-a393-45c9851653a5","","","","",""
".

¡Mi sincero reconocimiento por tu nutrida labor periodística, Samuel!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1530270606683406337","27 may. 2022","Le agradezco a Samuel Revueltas la oportunidad y el espacio para platicar sobre nuestra labor en el Senado y el compromiso de estar en constante contacto con la gente de","https://twitter.com/sasildeleon/status/1530270606683406337/photo/1","https://pbs.twimg.com/media/FTycR2ZXwAAc8sC?format=jpg&name=small","","2","4","19","https://twitter.com/sasildeleon/status/1530270606683406337/analytics","","#Chiapas","https://twitter.com/hashtag/Chiapas?src=hashtag_click","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1530226219626668033","27 may. 2022","Celebramos en grande a las mamitas de El Jobo. ¡Mucho amor, cariño y respeto para todas las mujeres que nos acompañaron!","https://twitter.com/sasildeleon/status/1530226219626668033/photo/1","https://pbs.twimg.com/media/FTx0noPXEAA4oan?format=jpg&name=360x360","","3","11","","https://twitter.com/sasildeleon/status/1530226219626668033/analytics","","","","","","","","https://twitter.com/sasildeleon/status/1530226219626668033/photo/2","https://pbs.twimg.com/media/FTx0oGfWQAI1i4F?format=jpg&name=360x360","https://pbs.twimg.com/media/FTx0oZIXEAEMHWT?format=jpg&name=360x360"
". Me faltan las palabras para agradecer a cada una de las personas que nos han acompañado en los casi 50 municipios y ejidos que hemos visitado, sobre todo a las madres de familia que nos han permitido celebrarlas.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1529999415137665028","26 may. 2022","Entramos en la recta final de nuestro recorrido por","https://twitter.com/sasildeleon/status/1529999415137665028/photo/1","https://pbs.twimg.com/media/FTumNa_X0AA3NgS?format=jpg&name=small","","1","3","12","https://twitter.com/sasildeleon/status/1529999415137665028/analytics","","#Chiapas","https://twitter.com/hashtag/Chiapas?src=hashtag_click","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1529940688275750935","26 may. 2022","Muchísimas gracias a las más de 700 personas que nos acompañaron en Teopisca. ¡Fue una tarde llena de alegría y diversión al lado de las madres de familia que asistieron!","https://twitter.com/sasildeleon/status/1529940688275750935/photo/1","https://pbs.twimg.com/media/FTtw4CRWAAEGi4Y?format=jpg&name=360x360","","3","14","","https://twitter.com/sasildeleon/status/1529940688275750935/analytics","","","","","","","","https://twitter.com/sasildeleon/status/1529940688275750935/photo/2","https://pbs.twimg.com/media/FTtw4r7XwBUpqkI?format=jpg&name=360x360","https://pbs.twimg.com/media/FTtw5b1XwCEXiLl?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1529859756009086978","26 may. 2022","Ante un Teatro Daniel Zebadúa totalmente lleno, celebramos a las mamás y les agradecimos lo mucho que significan para que crezcamos como individuos. ¡Gracias a las más de 600 personas que se dieron cita y nos acompañaron!","https://twitter.com/sasildeleon/status/1529859756009086978/photo/1","https://pbs.twimg.com/media/FTsnR5BXsAAek1-?format=jpg&name=360x360","","2","4","20","https://twitter.com/sasildeleon/status/1529859756009086978/analytics","","","","","","","","https://twitter.com/sasildeleon/status/1529859756009086978/photo/2","https://pbs.twimg.com/media/FTsnTGSWIAEEc3g?format=jpg&name=360x360","https://pbs.twimg.com/media/FTsnUt6XsAAr7xL?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1529649559059701762","25 may. 2022","Amigas y amigos, comparto con ustedes la agradable entrevista que me realizó Arturo Alonso para Azabache_TeVe. ¡Muy recomendable!","","","facebook.com","3","7","","https://twitter.com/sasildeleon/status/1529649559059701762/analytics","","","","Amigas y amigos, comparto con ustedes la agradable entrevista que...","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1529575535143051264","25 may. 2022","Cerramos nuestro recorrido por el Soconusco y la costa celebrando a las madres de familia de Tres Picos, en Tonalá. Muchísimas gracias por compartirnos de su alegría y cariño. ¡Nos vemos muy pronto de nuevo!","https://twitter.com/sasildeleon/status/1529575535143051264/photo/1","https://pbs.twimg.com/media/FToLUQRXwAAL7dn?format=jpg&name=360x360","","3","16","","https://twitter.com/sasildeleon/status/1529575535143051264/analytics","","","","","","","","https://twitter.com/sasildeleon/status/1529575535143051264/photo/2","https://pbs.twimg.com/media/FToLUQUWYAARuqI?format=jpg&name=360x360","https://pbs.twimg.com/media/FToLUQVXoAEJXE9?format=jpg&name=360x360"
"con Carlos Z Cadena, en Z Digital. Muchas gracias por el espacio para compartir un poco de nuestra labor legislativa.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1529509975323729922","25 may. 2022","Estamos","","","facebook.com","1","2","5","https://twitter.com/sasildeleon/status/1529509975323729922/analytics","","#EnVivo","https://twitter.com/hashtag/EnVivo?src=hashtag_click","En vivo | Z Digital | 25 de mayo de 2022 | #Envivo | #ZDigital con...","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1529474711272448000","25 may. 2022","Aunque nació en la CDMX, Rosario Castellanos creció en Comitán, Chiapas. Años más tarde en su obra abordaría temáticas poco tratadas hasta entonces en la literatura mexicana como el feminismo y el indigenismo. Se trata de una de las escritoras más representativas de nuestro país.","https://twitter.com/sasildeleon/status/1529474711272448000/photo/1","https://pbs.twimg.com/media/FTnJJOVXoAEnfBm?format=jpg&name=small","","3","10","","https://twitter.com/sasildeleon/status/1529474711272448000/analytics","","","","","","","","","",""
"Agradezco su asistencia a nuestro evento de celebración en Villa Comaltitlán, donde la pasamos maravilloso.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1528789171892002816","23 may. 2022","Todo el cariño del mundo para las mamás","https://twitter.com/sasildeleon/status/1528789171892002816/photo/1","https://pbs.twimg.com/media/FTdZnAbWQAE33jU?format=jpg&name=360x360","","1","7","15","https://twitter.com/sasildeleon/status/1528789171892002816/analytics","","","","","","","","https://twitter.com/sasildeleon/status/1528789171892002816/photo/2","https://pbs.twimg.com/media/FTdZnAXWYAsqNAw?format=jpg&name=360x360","https://pbs.twimg.com/media/FTdZnBXWQAAeWA4?format=jpg&name=360x360"
"!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1528563868284252161","22 may. 2022","En Tuxtla Chico, continuamos felicitando y celebrando a las mamás, pues siempre es importante reconocer su dedicación y compromiso. ¡Para mí es un placer compartir bellos momentos con las mujeres de todo","https://twitter.com/sasildeleon/status/1528563868284252161/photo/1","https://pbs.twimg.com/media/FTZDuGsXEAIQSPY?format=jpg&name=small","","1","5","14","https://twitter.com/sasildeleon/status/1528563868284252161/analytics","","#Chiapas","https://twitter.com/hashtag/Chiapas?src=hashtag_click","","","","","https://twitter.com/sasildeleon/status/1528563868284252161/photo/2","https://pbs.twimg.com/media/FTZDu4HXsAES5L5?format=jpg&name=360x360","https://pbs.twimg.com/media/FTZDvasWYAM11hj?format=jpg&name=360x360"
"!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1528518569733935104","22 may. 2022","La sencillez y empatía de la gente que encuentro en cada uno de los municipios que recorro, renuevan mis ánimos para seguir trabajando por nuestro estado. ¡Ustedes son el alma y el motor de","https://twitter.com/sasildeleon/status/1528518569733935104/photo/1","https://pbs.twimg.com/media/FTZCxKwWUAEmtzB?format=jpg&name=small","","4","7","","https://twitter.com/sasildeleon/status/1528518569733935104/analytics","","#Chiapas","https://twitter.com/hashtag/Chiapas?src=hashtag_click","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1528459568950411264","22 may. 2022","Seguimos recorriendo el Soconusco. Mando un abrazo a todas las personas con las que tuve oportunidad de conversar e intercambiar visiones. ¡Estoy segura de que nos volveremos a ver muy pronto!","https://twitter.com/sasildeleon/status/1528459568950411264/photo/1","https://pbs.twimg.com/media/FTYt3EgWAAIzR8Q?format=jpg&name=small","","3","16","","https://twitter.com/sasildeleon/status/1528459568950411264/analytics","","","","","","","","https://twitter.com/sasildeleon/status/1528459568950411264/photo/2","https://pbs.twimg.com/media/FTYt3mlWQAAkFVc?format=jpg&name=360x360","https://pbs.twimg.com/media/FTYt4CDXwAI5_wb?format=jpg&name=360x360"
