texto,emocion
Insisto la política es necesaria los políticos son una mierda    ,annoyance
JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA    ,amusement
     ,neutral
Jajajaja    ,amusement
"Hijos de su pu74 madre, todos son iguales....
Jajaja jajaja jajaja jajaja    ",amusement
"Oi nomás, hazte pen...diente    ",neutral
"Si en Jalisco se aplica la encuesta como criterio para definir al candidato a la gubernatura, sería inevitablemente el elegido. Supera con creces a los/las demás  ",neutral
99 stands out.  ,neutral
jaja.    ,amusement
"Pa que te haces wey, si eres tú, bien sabes que te van a dar la candidatura, pues ya la pagaste, ya ofreciste dinero a la campaña de Claudia.    ",neutral
Quién haya sido no vas a Ganar !!!    ,disapproval
Es gente espontanea    ,neutral
Ya haciendo campaña doctor transas    ,neutral
No mm    ,neutral
Tu fuiste el que metió en apuros al IPEJAL en aspecto de medicinas tu y tus transas    ,fear
"Morena dio a conocer los nombres de los cuatro nominados por el Consejo Estatal del partido en Jalisco. De ellos, sólo se encuentra posicionado dentro del Top 10 de nuestro Power Ranking de la entidad. 4",neutral
"En lugar de ""deslindarse"", bórrelas con cargo a sí bolsillo    ",neutral
     ,neutral
Tus amigos los narcos las pintaron.    ,neutral
"Carlos 

Fui yo.

Cuando ganes te acuerdas de mi....    ",neutral
Ya we no te lances OTRA VEZ de candidato por favor!    ,neutral
esta bien raro no? jajajajaj patan lacra    ,amusement
     ,neutral
"Hazte menso jajajaja, bien que le pagas 500 por cada barda pintada.    ",amusement
Ya quitenle al tío el celular.    ,neutral
    leer descripción de la imagen,neutral
Jajajaja ridiculo corrupto vas a perder con todo y tus lonas    ,amusement
Chtpm pinché lacra de    ,neutral
"JAJAJAJAJAJAJA, ahora resulta que por puro amor a tu persona la gente gasta en esas mamadas. Políticos siendo políticos.    ",amusement
"Jajajajaja
No mames pinché corrupto    ",amusement
"Si te beneficia o te perjudica,  ya debiste haberlas borrado . Todas !    ",realization
Chema Martínez ll    ,neutral
"Hay muchas bardas pintadas, que bueno que usted si se apegue a la ley.    ",admiration
"Siendo una blanca Paloma te entendemos , lo que no entendemos que si en un momento fuiste  proveedor  de precursores químicos para un cartel ,tu amigo el humanista   te permita aspirar a ser  gobernador    ",neutral
Otra del PRI?    ,curiosity
Putæ rata    ,neutral
"Jajajajajajaja ¡Hipócrita!

Si toda tu vida ha sido navegando en la corrupción y la ilegalidad.   2",amusement
"Hazte a un lado. El Partido no crece por ti. Tú eres la causa que Movimiento Gobierne casi todo Jalisco. Acéptalo, el pueblo de Jalisco no te va a elegir. 

Deja que otros tengan la oportunidad. 

O ese es el pacto que hiciste con Alfaro?    ",curiosity
Jajaja típico de los morenacos.    ,amusement
Dejen de pensar que los ciudadanos somos ignorantes. Nadie se que cree eso que escribes. Son ustedes mismos haciendo proselitismo. Farsante.    ,anger
"Otra vez usted? No se cansa de fracasar? Esta bien que se dice que “solo fracasa el que no lo intenta”, pero Usted no es viable para ningún proyecto electoral, deje que otros compitan    ",caring
Un mal chiste este tipo    ,annoyance
Jajajaja    ,amusement
"Mentiroso, corrupto y descarado. Jaja, no vas a ganar, Carlitos, mejor utiliza tus recursos para tu empresa o familia.    ",amusement
Seguro son tus millones de fans    ,neutral
Jajajajajajq pinche cínico !    ,amusement
Jajjajajajajajajaja como se hacen pndjos    ,amusement
"A pesar de estar prohibidas por Morena, en la CDMX y en Jalisco han aparecido bardas que promocionan a alguno de los aspirantes. 

. y 1",neutral
Diversas? En toda la ciudad hay bardas con tu nombre y a un lado las siglas CJNG    ,confusion
     ,neutral
     ,neutral
"Ridículo. Siempre te haz caracterizado por los negocios sucios, y la política no es la excepción en tu caso. Los contratos para venta de medicamentos a sobreprecio, y el gasto desmedido en las campañas, van de la mano.
solo que... aún no es tiempo de campaña    ",annoyance
"Bueno, tu si masticas agua,  verdad ?    ",neutral
"No mams,quieres que sea presidente para que le aumente sueldo a los policías,que pendej0 estás    ",neutral
Como si tuviera apoyo incondicional y gratuito jajajaja   11,amusement
"Jajaja claro Dr. Apoyo a su persona jajajajajajaja  si es toda una tradición del Mexicano gastar dinero por amor a un politico o ratero, jajajajaja ni los lambiscones le meten dinero a eso, ha que las nuevas maromas ante de las elecciones. Jajajajajaja    ",amusement
UNIDAD    ,neutral
Dile a Frainge    ,neutral
     ,neutral
"AMLO mando toda su artillería pesada CO a jalisco para desprestigiar al gobierno , así ataca MORENA, pero ya ven en guerrero ni aunque ganaron a mejorado nada y esta peor hay selos dejonpara que lo analicen , infórmense, no sedejen guiar por los voceros de morena ,no caigan .    ",neutral
"Casualmente a todos los políticos, de un tiempo a la fecha, les aparecen bardas pintadas con sus nombres, así, bien raro!!   8",realization
"Políticos, siendo políticos    ",neutral
Reclama al de Zapopan    ,neutral
Desconozco dice el hdspm! igual que la otra pendeja  ,disapproval
     ,neutral
De los impuestos no creo... Esos se irían con el candidato de MC o van en alianza?    ,curiosity
Arriba pusieron que a él no le toca eso igual si lo preguntas al indicado se puede hacer algo  ,neutral
"Los políticos
Y sus mentiras

Siempre ocultando la verdad

No valen corneta    ",realization
Creo el no es de ZPN ♔  ,disapproval
"Aplicando el Chemazo, desconociendo el apoyo, osea que las personas lo hace de a gratis, sin recibir sueldo? jajaja no lo se rick!    ",amusement
Que bueno que se vuelve a postular… para que no gane MORENA en Jalisco… guarde este tweet…    ,neutral
Mi perro me miente mejor y no sabe ni hablar   28,realization
No MMS....    ,neutral
"A él no le toca, es regidor en Guadalajara.    ",neutral
Mintiendo hasta en eso.    ,neutral
"Dice, desconozco los que las pintaron, pero se los agradezco mucho, ánimo!...    ",gratitude
Entonces usted por su propia mano borrelos   8,neutral
"No junta ni 100 likes en sus post y resulta que tiene quien gaste su dinero en la basura que usted representa, no diga mmds.  ",neutral
     ,neutral
#�NOMBRE?,neutral
oye,neutral
Que no se cansa de chingar al pueblo,anger
Olvidó agregar que en 2015 fue diputado federal Gracias a MC,gratitude
 ,neutral
"Jajajajajajajaja “de sol a sol” , si después de la mañanera que (según él) es trabajo ya no hace nada el hue von.",amusement
Estamos listos para ver la madriza que te va a poner,excitement
Y que tan atrás voltea??,curiosity
"Jajaja jajaja jajaja hdspm....
Q se los crea su madre!!!",amusement
 ,neutral
Fuera Lomelí.,neutral
Jajaja no mamssss,amusement
 ,neutral
Donde habré escuchado eso?,confusion
20 años y nadie en el video puede decir ningún logro que hayas hecho?,curiosity
Hahaha no mas no Venda medicinas a sobre precio y arre !!!,amusement
"Jajajajajaja Jajajajajaja
Jajajajajaja Jajajajajaja Jajajajajaja Jajajajajaja Jajajajajaja Jajajajajaja Jajajajajaja Jajajajajaja Jajajajajaja Jajajajajaja Jajajajajaja Jajajajajaja Jajajajajaja Jajajajajaja
Ladrón hipócrita",amusement
"A cuánto el PARACETAMOL??
Vender medicamentos a sobreprecio, se considera honesto?",curiosity
Que dice el que abuso la confianza para beneficio de su farmacéutica?,curiosity
"Jajajajaja, oilooooooo!",amusement
Para el doctor la honestidad es su motor!,neutral
 ,neutral
En,neutral
Con todo,neutral
"Pero ya tuviste tú oportunidad,  deja que alguien más sea candidato. Además no se olvida que cuando fue la pandemia te viste mal , agandayando los medicamentos .",realization
Lo que les guste a ti y al otro pendejo nos vale pura madre,anger
Totalmente de acuerdo Dr Carlos lomeli Bolaños y cuente con nuestro apoyo dtto 14.,approval
"20 años y sin ganar nada pero como no tengo nada mejor que hacer ahí le seguimos hasta q ""pueda servir al pueblo bueno...""",disappointment
Eso no dice en sus órdenes de aprehensión y arreglos al declararlo culpable,neutral
20 años perdiendo,realization
Solo le ponen más fácil el camino a MC ... Pura llamarada de petate,neutral
"Yo conozco al doctor Carlos Lomelí de añales!! Es y será el eterno perdedor de la política, ademas, como regidor de Guadalajara es el que más faltas tiene… ósea que él huevon ni a trabajar va",disappointment
Agradecemos infinitamente que la 4T. Desaparezca de todo el país.,admiration
"Ni madres, porros , corruptos, autócratas de porquería.",anger
Llevas 20 años robándole al erario de México con tus medicinas a sobreprecio.,annoyance
Quieres la gobernatura para llenarte los bolsillos de dinero,desire
Jajaja.,amusement
Abeses no es nesesario conoser tanto tiempo si su obras se denuestran vien eso abla d una persona,neutral
Cuenta con nuestro apoyo Dr Carlos lomeli Bolaños,neutral
Jajaja jajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja,amusement
20 años y no has hecho ni madre,neutral
 ,neutral
Robando por todo México,approval
"Cómo buenos Jaliscienses estimado Doctor, con todo y por el bien del pueblo de Jalisco",admiration
Con todo doctor!,neutral
Dices…,neutral
ruco ratero ya sientese,neutral
Onde aparece que es un regidor huevón?,curiosity
"Urge la 4t en Jalisco, urge sacar a cuartazos a los malos gobiernos
Confiamos en UD",approval
Jajajjajajajaajjajajjjajaajaajjaa HONESTIDAD… jajajajjajajjaaajajaajajaja,amusement
"Ya lo queremos ver como senador o diputado federal.

Creemos que podrá hacer una buena labor.",admiration
"Con los hechos lo ha demostrado Doctor. Vamos a Transformar Jalisco, así puede!!!",neutral
"Jajaja, honestidad, ni la conoces, lo bueno que vas a perder",amusement
Pon la lista de todas las veces que has competido por un cargo público. Llevas 20 años queriendo hueso y nunca has ganado una sola elección,neutral
Ojalá vuelvas a perder,disappointment
"""La honestidad""",neutral
Totalmente de acuerdo Dr Carlos lomeli Bolaños,approval
"¡Ánimoooo Cuadroooo!...: Usted, es el bateador designado.",neutral
Increíble que un perdedor insista en ser candidato,neutral
Es correcto doctor y en tonala estamos convencidos  que no nos va a fallar no se rinda doctor que en Jalisco viene la 4T y usted para lograr el cambio bueno,approval
"Jajaja Saludos Don Raterillo, nadie cree en usted",amusement
Jajajaja wey tu estabas en MC.,amusement
"Populismo sin argumentación.
El concepto y definición de ""honestidad"" no cabe en el vocablo de",neutral
"Con ratas y marranos como tú, no gracias!",disapproval
Hola k ace? mintiendo y robando o k ace?,neutral
jajajaja honestidad ?,amusement
Sólo puedo expresar,neutral
"Si, pero por favor, quítate del camino como candidato por Jalisco,  no se lo regales a Lemus,",caring
Corruptazo y diciendo que es “luchador”,neutral
"ud no iba ni a trabajar siendo regidor, no la chifle que es cantada",neutral
Estamos con usted estimado Doctor,caring
"Necesitamos algo mas que honestidad y amor
Que te parece:
Capacidad
Conocimiento
Consistencia
Audacia
No robar
No mentir
No traicionar
Trabajador
Etc...",neutral
"Ya
Se descarriló, súper corrupto",disgust
La respuesta para Jalisco es Lomelí,neutral
Honestidad?,neutral
"Si eres honesto, ningún cargo en el gobierno es tu camino",neutral
Jajajaja ruco corrupto,amusement
Honestidad NO RETRO MAMES!?,curiosity
Cuanta con mi apoyo desde Tlajomulco de zuñiga jalisco.......,neutral
"Vamos con todo Dr Carlos lomeli
Cuenta con nuestro apoyo dtto 14",neutral
Tercos y LADRONES,neutral
Sin duda alguna usted es la persona más generosa que conozco mi apoyo siempre será para usted.,admiration
Venga con el Doctor !!!,neutral
Inche delincuente.,neutral
En Jalisco la mayoría lo apoya y lo quiere ver iniciando la  4ta transformación,neutral
"Dos décadas robando y chingando gente, veinte años de paria, veinte años mamando del erario, no cualquiera es igual de cínico, felicidades",anger
Jajajajja la honestidad jajajaja,amusement
"Estanos con usted,",caring
"Soy paciente IMSS, y por la sonrisa detecto que no prestan sus servicios ahí; pero, neta, l@s felicito en su día. Ya queda de cada quien se expresarse de acuerdo a como le va en la feria de la atención médica pública",admiration
Vamos doc  usted  va cambiar jalisco,neutral
Carlitros ya siéntate,neutral
